names,predictions,confidences
clarence rogers,Celtic,65.958
dominic pileggi,European,39.668
larry ness,Celtic,60.886
tinsley irvin,Celtic,71.295
jerry johnson,Celtic,52.958
patrick hassey,Celtic,55.587
linda cook,Celtic,86.749
herman lerdal,Hispanic,64.382
dan tocatly,European,63.109
william swanson,African,56.311
bruce smith,African,83.09
winston wallin,Celtic,64.402
angus wurtele,African,49.475
john jamison,Hispanic,40.8
david cox,Celtic,74.306
andrew czajkowski,Celtic,62.035
edward ney,Celtic,73.653
william rollnick,Celtic,74.226
russell knisel,Celtic,25.078
saul sperber,Celtic,49.059
harold cohan,European,41.564
barry johnson,Celtic,57.837
willis wheat,Celtic,82.781
rufus barkley,African,76.25
sheldon buckler,African,82.231
peter cressy,Celtic,64.395
michael mullen,Celtic,67.277
pierre leroy,European,92.204
betty francis,African,41.934
james english,Celtic,62.804
william alexander,Celtic,42.628
alan schriesheim,European,50.165
todd conover,Celtic,71.539
william turner,Celtic,86.377
moeen qureshi,Muslim,88.501
thomas holmes,Celtic,66.257
rudolph agnew,African,87.254
john berra,Hispanic,86.606
patrick lannan,Celtic,80.142
james lovell,Celtic,85.899
janet hansen,Nordic,91.445
thomas mcgowen,Celtic,92.937
walter peirson,Celtic,35.276
robert chappell,Celtic,90.343
james edwards,Celtic,88.933
lyle everingham,Celtic,84.032
watts hill,Nordic,95.543
john cranor,Celtic,85.394
michael von,European,63.133
gerald mitchell,Celtic,85.349
john duncan,Celtic,88.49
charles lemaistre,European,83.19
john wakeham,African,41.263
charls walker,Nordic,60.695
herbert winokur,African,94.941
stuart ho,EastAsian,59.632
john may,Celtic,78.778
stuart levine,Celtic,83.869
richard sharoff,Celtic,48.565
alison casarett,Celtic,90.644
everett gilmour,Celtic,86.133
alton marshall,Celtic,75.326
preston smith,African,52.496
luther hackett,Celtic,86.369
john kehoe,African,81.654
robert gill,Celtic,52.84
david hollingsworth,Celtic,90.505
charles pistor,Celtic,62.663
charles weaver,Celtic,91.413
martin richenhagen,Nordic,83.238
richard morrow,Celtic,72.311
frederick weyerhaeuser,African,77.739
michael phelps,Celtic,75.224
robert ritchie,Celtic,69.538
vivian piasecki,European,59.429
robert schwartz,European,87.513
john warwick,Celtic,87.533
andrew liveris,Celtic,80.954
nelson gifford,African,86.252
donald hintz,African,55.576
james corrigan,Celtic,92.731
manuel sanchez,Hispanic,98.758
fred butler,Celtic,73.684
james mccann,Celtic,88.134
gilbert rankin,Celtic,43.743
george mccoy,Celtic,55.563
guido rahr,European,75.464
james miller,Celtic,85.744
douglas parker,Celtic,79.408
frank austen,European,45.234
stanley porter,Celtic,61.583
richard shinn,Celtic,74.659
anne lauvergeon,Nordic,44.032
paul staley,Celtic,92.986
richard saltzman,Celtic,41.44
robert shillman,Celtic,72.42
william krivsky,Celtic,50.245
william clark,Celtic,77.393
jon rotenstreich,Nordic,37.511
don hutson,Celtic,66.065
george gould,Celtic,73.064
harold tanner,Celtic,79.356
joel ehrenkranz,European,65.457
william priest,Celtic,79.504
richard dugas,Hispanic,90.235
patrick nalley,Celtic,85.987
louis schneeberger,European,59.787
claire fagin,Celtic,91.624
david maxwell,Celtic,90.132
bernard franklin,Celtic,54.444
bruce jacobson,African,90.86
michael steuert,European,71.552
louis feil,European,27.938
lawrence bober,Celtic,50.227
samson bitensky,African,25.763
oscar kunreuther,European,92.622
malcolm gambill,Celtic,85.068
robert dineen,Celtic,37.947
michael ellison,Celtic,72.336
william gray,Celtic,59.133
michael morphy,Celtic,61.455
thomas sayles,Celtic,67.233
william bousquette,European,38.205
thomas falkie,European,35.697
james todd,Celtic,90.295
john lillie,Celtic,69.113
warren east,African,51.04
richard hermontaylor,Celtic,51.726
richard lefauve,African,63.826
david wilson,Celtic,75.818
robert ohara,African,92.756
diana goldschmidt,European,58.683
theodore ammon,African,90.629
harry vincent,Celtic,75.227
paul macavoy,Celtic,68.447
pierre des,African,51.703
robert jones,Celtic,69.103
felton capel,Hispanic,89.811
estell lee,Hispanic,37.571
jerome katzin,European,57.272
stefano pessina,European,96.452
hugh allen,Celtic,72.092
burton sorensen,Nordic,80.766
barry bloom,Celtic,70.156
zoe baird,Celtic,92.857
robert bennett,Celtic,89.925
frank connor,Celtic,82.002
ira hall,Nordic,38.615
bertram lee,Celtic,60.062
william glavin,Celtic,51.644
william marcus,African,54.34
henry hager,Nordic,40.445
nelson harris,African,50.98
marylin lewis,African,44.42
nancy wainwright,Celtic,51.288
paul ware,Celtic,90.818
ross webber,Celtic,60.406
arthur hall,Celtic,67.104
michael zucchini,European,81.622
joseph bennett,Celtic,76.445
duane hagadone,European,39.248
william hayes,Celtic,78.787
cecil andrus,African,33.085
henry henderson,Celtic,68.483
emmett rice,Nordic,87.121
richard marlin,Celtic,72.011
geoffrey meyers,Celtic,78.456
john clair,Celtic,70.146
arthur roth,European,73.336
josephine louis,European,24.932
william cabaniss,Hispanic,94.009
robert david,Celtic,57.868
alfonso fanjul,Hispanic,45.67
berdon lawrence,Celtic,44.863
cyril wagner,European,79.755
wj bovaird,European,77.405
lyons brown,Celtic,40.463
robert gisselbeck,European,69.695
mary lowe,Celtic,73.192
brooks fields,African,64.546
stanley hathaway,Celtic,87.624
joseph rice,Celtic,68.249
richard flury,European,42.55
phillip rooney,Celtic,82.0
james burke,Celtic,91.564
wendell kelley,Celtic,76.968
richard schlosberg,Nordic,90.199
william craig,Celtic,72.451
charles haywood,Celtic,85.244
adam zimmerman,European,74.557
gwendolyn babcock,Celtic,80.917
joan payden,Celtic,76.035
warren williamson,African,60.366
bruce chandler,African,65.441
harold williams,Celtic,71.875
daniel sadlier,European,49.236
john merrill,Celtic,73.805
peter wood,Celtic,65.238
neal bradsher,Celtic,88.692
elvin heiberg,Nordic,98.489
frank cilluffo,Celtic,51.234
angus mckee,Celtic,87.318
jack peiffer,Celtic,63.293
jack baker,Celtic,90.731
gilbert anderson,Celtic,49.981
thomas dudley,Celtic,84.609
antonia johnson,Celtic,45.276
harvey feigenbaum,African,73.027
harry woolf,Celtic,79.867
lowell seifter,African,46.487
pierrehenri richard,European,94.597
david hodges,Celtic,91.089
jose serrano,Hispanic,98.785
morton sosland,Celtic,52.43
gill cogan,Celtic,82.944
robert howson,Celtic,82.42
william flaherty,Celtic,88.133
charles yeager,Celtic,89.286
john chamberlin,Celtic,60.692
carolyn baldwin,Celtic,89.963
randy james,Celtic,38.132
phillip watkins,Celtic,90.957
george strong,Celtic,62.278
claude brinegar,European,93.269
raymond schuler,European,84.973
karlheinz kaske,European,96.084
richard chenoweth,African,84.147
norman harbert,Celtic,76.766
harry kavetas,SouthAsian,36.306
james roush,Celtic,87.932
edmund pratt,Celtic,58.315
john talmage,Celtic,67.344
basil paterson,African,41.305
james barnes,Celtic,89.835
richard schmalensee,Nordic,49.212
vicki fuller,Celtic,58.288
carolyn chambers,Celtic,88.887
donald russell,Celtic,72.825
martha walls,African,66.133
anna catalano,Hispanic,47.883
ignacio lozano,Hispanic,98.257
robert cobuzzi,European,89.485
geoffrey rehnert,European,72.248
douglas maxwell,Celtic,89.198
robert parker,Celtic,86.443
michael patterson,Celtic,74.621
riley bechtel,African,29.748
john cunningham,Celtic,89.701
john offermans,African,73.755
john simon,Celtic,45.713
abraham gray,African,88.638
eb leisenring,European,45.025
edsel dunford,Nordic,43.464
allan meltzer,Nordic,47.985
carol bartz,African,77.803
james pitblado,Hispanic,97.832
malcolm chace,Celtic,86.955
leland erdahl,Nordic,97.498
thomas oneil,European,61.387
john clute,Celtic,67.302
charles mcalpine,Celtic,85.537
jorge ordonez,Hispanic,98.739
ted crumley,Celtic,88.935
david wittig,European,64.357
frank becker,European,89.682
gene budig,European,85.605
c chandler,Celtic,61.79
thomas clevenger,European,46.235
john dicus,Celtic,42.965
john robinson,Celtic,67.433
susan stanton,Celtic,91.719
kenneth wagnon,Nordic,40.292
robert orlich,European,43.928
james balog,Hispanic,57.899
ikuo egashira,EastAsian,99.866
john fowler,Celtic,89.867
john mackowski,Celtic,84.915
charles sanders,Celtic,84.152
edward campbell,Celtic,91.684
anthony chan,EastAsian,65.34
joseph jou,Celtic,22.486
thomas godlasky,European,65.593
eugene meyer,African,93.963
stephen hanks,Celtic,89.455
larry stanley,Celtic,83.458
bettina whyte,Celtic,46.861
edward smith,Celtic,60.81
irving epstein,African,94.286
martin thompson,Celtic,72.27
donald rogert,Celtic,49.015
rogelio rebolledo,Hispanic,97.656
arthur van,European,80.275
carter thacher,Celtic,59.245
william johnson,African,53.412
gilbert lamphere,African,44.191
john tunney,Celtic,86.157
alan mcdowell,Celtic,93.62
jay taylor,Celtic,36.525
michael winton,Celtic,78.319
walter barry,African,62.123
samuel pryor,Celtic,45.969
thomas derosa,European,82.277
thomas buell,European,41.907
paul macavoy,Celtic,68.447
alonzo mcdonald,European,63.497
bertin nadeau,European,60.75
edward tuck,Celtic,44.743
ronald mckenna,Celtic,86.272
kristie miller,Celtic,64.943
diego hernandez,Hispanic,98.833
nancy maynard,Celtic,45.853
robert munzenrider,European,94.266
william young,Celtic,69.751
rr butler,European,46.31
rodes hart,Hispanic,97.248
vester hughes,Celtic,78.511
elaine chao,EastAsian,34.162
mike curb,Celtic,81.963
james gary,Celtic,74.878
zoltan merszei,European,94.36
stewart resnick,Celtic,87.576
joseph jaggers,Celtic,83.13
waneta tuttle,EastAsian,91.909
dennis stephen,African,31.502
stanley landgraf,Nordic,79.881
john petty,Celtic,88.897
john redfern,Celtic,69.066
john mitchell,Celtic,85.29
anne jones,Celtic,81.88
clarence abramson,African,43.598
victoria kossover,Celtic,31.347
gerald garbacz,European,88.149
carl rosenstock,Celtic,62.732
bruce allbright,African,77.747
hercules sotos,Hispanic,98.262
elliot sussman,Celtic,64.851
roger tetrault,European,62.698
clayton niles,Celtic,63.457
edmund damon,Celtic,51.907
roy megarry,Celtic,83.321
robert runice,Celtic,53.635
bennett bidwell,Celtic,85.244
christine camp,Celtic,90.766
robert nash,Celtic,76.737
don marsh,Celtic,71.841
donald miller,Celtic,67.428
francis jungers,European,83.101
harvey fruehauf,European,45.15
tucker adams,African,38.162
james lucas,Celtic,76.545
john jester,Celtic,62.968
r corette,European,52.518
beverly harris,Celtic,78.556
noble vosburg,African,93.349
kay foster,Celtic,86.72
chase hibbard,Nordic,34.325
daniel lambros,European,37.314
carl lehrkind,Nordic,99.635
john dwyer,Celtic,89.695
john durbin,Celtic,87.074
nancy jacob,SouthAsian,96.62
kirk wilson,Celtic,61.771
patricia civil,European,49.574
howard smith,Celtic,77.879
frederick chen,EastAsian,49.058
james fulton,Celtic,92.89
virginia kopp,European,83.476
john morning,Celtic,77.325
paul qualben,African,68.317
norman smith,Celtic,46.208
ray keyser,Celtic,30.766
dean guerin,Celtic,75.821
dee osborne,Celtic,45.776
melvin sharoky,African,61.426
malcolm williamson,Celtic,71.346
marvin ozley,Muslim,90.786
robert hagans,European,38.787
arthur schulze,European,88.942
charles sullivan,Celtic,84.99
william thomas,Celtic,81.268
michael kallet,European,84.459
william edwards,Celtic,83.31
robert bennett,Celtic,89.925
eli segal,Muslim,93.079
cyril baldwin,Celtic,84.222
william becklean,Celtic,74.358
jarvis slade,Nordic,73.65
claude canizares,Hispanic,95.077
robert hood,Celtic,66.089
richard nelson,Celtic,76.828
jeffrey hewson,Celtic,88.327
michael rowsey,Celtic,74.009
gary miller,Celtic,79.512
james callier,Celtic,87.875
anthony evnin,Celtic,70.869
vincent bell,European,60.438
robert fox,Celtic,72.27
raymond loen,Nordic,93.05
harold withrow,Celtic,84.753
richard furlaud,European,83.445
herbert reid,European,54.355
stanley rumbough,Celtic,77.856
berthold lindqvist,Nordic,99.871
bengt samuelsson,Nordic,99.878
ulla reinius,Nordic,99.652
gustaf douglas,Nordic,90.009
james peters,Celtic,76.824
olof lund,Nordic,99.876
william mulholland,Celtic,71.152
thomas glass,European,64.836
james betts,Celtic,79.476
bruce miller,African,82.221
jack ferguson,Celtic,69.819
william reynolds,Celtic,68.608
william bennett,Celtic,87.99
wendell holland,Celtic,80.321
phillip lint,Celtic,83.126
jan gesmarlarsen,Nordic,99.477
amy hutton,Celtic,83.154
peter shea,African,44.988
fred runk,European,46.854
phillip nudelman,Celtic,61.0
louise goeser,Celtic,63.047
john bassett,Celtic,63.034
gabriel tirador,Hispanic,60.389
frederick addy,African,77.39
arturo madrid,Hispanic,96.879
thomas magnanti,European,48.263
bryan roub,African,64.194
william scheerer,African,72.736
dean guerin,Celtic,75.821
charles blackburn,Celtic,72.439
adriana stadecker,European,78.706
lowell hawkinson,Celtic,55.845
john weaver,Celtic,85.627
alexander levine,European,40.198
richard pearsall,Celtic,91.159
robert mcgehee,Celtic,86.6
herbert getz,European,79.746
robert shower,Celtic,87.345
james koenig,European,76.547
charles hollister,Celtic,84.695
norman pond,Celtic,70.874
kevin fairbairn,Celtic,62.323
stanley hill,Celtic,71.943
franklin agnew,African,83.692
michael parker,Celtic,77.484
jesse hendricks,African,39.069
ernest cook,Celtic,77.911
fitzgerald hudson,Celtic,68.829
thomas schievelbein,European,95.033
daniel efroymson,Celtic,65.867
roel pieper,European,58.471
gordon walker,Celtic,75.584
glenn steele,Celtic,50.687
james taiclet,Celtic,56.891
walter sembrowich,European,87.486
william miller,Celtic,76.987
scott marks,Celtic,80.717
edward barr,Celtic,67.833
jacques petry,African,74.76
peter del,European,71.339
marcia worthing,Celtic,50.546
dennis newnham,Celtic,89.661
donald knab,African,57.083
john corey,Celtic,90.616
charles fisher,Celtic,86.343
siegfried buschmann,European,95.572
thomas reilly,Celtic,68.351
earl neal,Celtic,86.347
lloyd peterson,Celtic,50.763
stanley hubbard,Celtic,85.621
maureen kempston,Celtic,93.726
dennis bookshester,Celtic,65.593
henry johnson,African,58.696
lorne weil,African,89.125
brian wolfson,Celtic,75.725
kenneth hill,Celtic,60.603
abe gustin,Hispanic,50.045
robert martin,Celtic,43.896
patrick de,SouthAsian,23.545
edmund hajim,Celtic,48.622
joseph ingrassia,Celtic,29.972
charles luellen,European,79.114
henry harris,Celtic,76.211
david plastow,Celtic,85.929
mark andrews,Celtic,59.553
david obrien,African,41.355
jane peverett,Celtic,94.241
joe chenoweth,Celtic,68.797
rudy van,European,60.615
mickey foret,European,70.521
joseph grant,Celtic,30.548
robert hanna,European,55.036
jeffrey hart,Celtic,70.847
myra jones,Hispanic,41.517
bruce wilkinson,Celtic,57.613
cw carson,Celtic,54.927
todd cole,Celtic,76.473
daniel mcnamara,Celtic,66.885
karen rose,Celtic,81.227
robert dillon,Celtic,80.735
leonard sharpe,Celtic,85.274
robert singer,Celtic,44.034
russell gwillim,Celtic,70.021
robert charpie,Celtic,81.444
allan gotlieb,African,32.93
richard walton,Celtic,88.693
claude bebear,European,87.799
anthony hamilton,Celtic,79.275
peter jones,Celtic,53.673
myron du,EastAsian,36.05
robert schrier,European,92.35
burton sobel,African,41.367
nancy reynolds,Celtic,40.259
bill swisher,Celtic,77.399
h hembree,Nordic,78.093
celeste michalski,European,36.052
michael plunkett,Celtic,83.943
herman schmidt,European,85.339
robert cox,Celtic,83.992
lee lui,EastAsian,84.24
john neff,Celtic,48.237
lynton wilson,Celtic,50.082
jack finkelstein,European,45.333
a foyt,Celtic,66.805
e thornton,Celtic,84.313
edward williams,Celtic,78.792
douglas conway,Celtic,81.259
john mecom,Celtic,47.901
john beckett,Celtic,77.813
richard godwin,Celtic,72.376
paul wolfowitz,African,52.203
robert brown,Celtic,78.133
paul joskow,European,30.573
frank scott,Celtic,50.285
jelindo tiberti,Hispanic,72.249
fred gibson,Celtic,77.204
arthur smith,Celtic,56.696
lawrence schoenberg,African,68.601
marye fox,African,74.698
thomas vanderslice,Celtic,75.102
john phipps,Celtic,83.7
harold eckmann,Nordic,63.402
james frick,Celtic,83.573
andrew chapman,Celtic,76.419
evans estabrook,Hispanic,23.841
john kean,Celtic,82.52
barry parker,Celtic,78.7
anthony cicatiello,Celtic,71.55
charles benenson,African,43.234
hugo pfaltz,Nordic,59.115
max palevsky,European,71.193
ted kalborg,Nordic,99.236
macko laqueur,Hispanic,49.792
jw mclean,Celtic,87.615
charles donabedian,European,38.023
robert sandmeyer,European,70.15
arnold chavkin,Celtic,49.541
luella slaner,European,92.965
jeanclaude tine,European,73.438
thomas graham,Celtic,77.547
george meredith,Celtic,59.415
carl campbell,Celtic,72.078
joseph antanavage,African,65.086
uzal martz,Muslim,43.894
max messenger,Nordic,45.997
don rosini,African,50.207
dale schoeneman,African,58.798
june barry,Celtic,73.696
paul detwiler,Celtic,61.053
walter grant,European,78.279
ronald unterberger,European,75.652
alan smith,Celtic,67.691
william ward,Celtic,85.484
glenn beall,Celtic,84.923
richard dewald,Celtic,83.593
gerald field,Celtic,67.705
philip herr,Celtic,85.61
william miller,Celtic,76.987
robert hatcher,Celtic,68.144
robert black,Celtic,68.294
henry valentine,Hispanic,53.805
robert gregory,Celtic,83.525
wilbur lewellen,Celtic,40.012
james woolsey,Celtic,86.833
frank jones,Celtic,63.212
john loose,Celtic,77.489
albin moschner,European,84.765
kenneth olson,Nordic,74.816
delbert staley,African,50.582
john barr,Celtic,68.448
raymond ross,African,40.656
thomas gardner,Celtic,73.439
forrest haselton,Celtic,80.512
robert durham,Celtic,94.06
carol rae,Celtic,62.307
douglas fuerstenau,African,74.631
henry grundstedt,Nordic,95.923
john neerhout,African,77.888
nicholas trivisonno,Celtic,44.934
charles hugel,African,86.383
david kimball,Celtic,79.782
frank wezniak,European,75.722
edwin holman,Celtic,55.768
frank ross,European,50.894
william torgerson,Celtic,39.8
lenore sullivan,Celtic,55.245
james koch,African,31.605
stephen vehslage,European,49.299
harold black,Celtic,62.092
david carpenter,Celtic,82.035
delia reyes,Hispanic,98.809
eric foss,Nordic,48.355
frank sanchez,Hispanic,97.797
arthur schmutz,European,91.343
leslie kanuk,African,93.851
merrill cragun,African,75.915
paula mcqueen,Celtic,88.205
edwin russell,Celtic,59.718
arend sandbulte,European,63.335
william eisenhart,European,47.214
michael finch,Celtic,42.552
w gordon,Celtic,46.763
david west,Celtic,69.85
james mccaslin,Celtic,93.02
richard fricke,Nordic,35.482
thomas salmon,Celtic,53.981
ruth page,Celtic,83.257
lorraine chickering,Celtic,82.918
zachary carter,Celtic,89.373
elizabeth alexander,Celtic,52.36
jose canchola,Hispanic,97.806
john jeter,SouthAsian,49.62
r orielly,Celtic,49.292
wilson sundt,Hispanic,62.506
christopher edley,Celtic,87.938
samuel barshop,Celtic,30.46
gene bishop,African,87.798
walter mischer,European,95.094
peter bijur,European,82.982
peter damon,Celtic,65.198
peter freeman,Celtic,82.655
larry liebenow,African,37.921
wesley marple,Celtic,63.582
jacek makowski,European,95.16
margaret stapleton,Celtic,84.997
nicholas thorndike,Celtic,52.71
gerald lewis,Celtic,87.179
edward montgomery,Celtic,82.588
robert beck,Celtic,40.799
james cravens,Celtic,93.068
harold baxter,Celtic,81.802
robert greenebaum,African,40.837
jay light,Celtic,84.287
william nuti,Celtic,26.596
john shane,Celtic,67.146
barbara thomas,European,84.353
robert chrenc,European,87.763
walter robbins,European,67.535
salvatore iannuzzi,European,94.472
ben burdetsky,Celtic,35.706
robert clark,Celtic,79.152
garen staglin,Celtic,63.596
john whitacre,Celtic,42.498
elizabeth vaughan,Celtic,87.263
charles lynch,Celtic,88.403
lee abraham,SouthAsian,61.151
max mcgee,Celtic,86.032
robert nickoloff,Nordic,63.009
carlo giersch,European,47.936
abelardo bru,Hispanic,94.191
myra hart,Hispanic,26.616
patricia mckay,Celtic,87.452
james curry,Celtic,92.931
peter steen,Nordic,94.848
richard barth,Celtic,57.404
john robson,Celtic,81.83
jack borsting,Nordic,89.543
edward hennessy,Celtic,81.624
donald miller,Celtic,67.428
harold sells,Celtic,62.549
kenneth james,Celtic,56.445
john viera,Hispanic,92.915
william anderson,Celtic,59.007
alan fredian,European,24.132
jean murray,Celtic,60.804
robert bowman,Celtic,90.582
margita white,European,64.908
irving schneider,European,42.177
richard snyder,Celtic,56.974
thomas stanton,Celtic,86.391
george nigh,Celtic,78.779
joseph williams,Celtic,47.785
colby chandler,Celtic,79.965
kendrick wilson,African,57.399
charles reid,Celtic,55.945
jeanette kimmel,European,45.788
william aldinger,Celtic,77.75
robert silverberg,Nordic,98.553
greg hudson,Celtic,78.499
william lomicka,European,47.87
hugh devlin,Celtic,77.078
jaime chico,Hispanic,99.284
leonard coleman,Celtic,66.319
susan ross,Celtic,89.54
susan wachter,Celtic,60.976
charles watts,Celtic,81.898
sheila blair,Celtic,81.389
james boone,Celtic,86.91
albert brewer,European,57.35
robert williams,Celtic,69.58
craig cadwalader,African,71.136
otis booth,Celtic,72.788
dan daniels,European,44.255
phillip williams,Celtic,68.854
robert stine,European,41.939
john castle,Celtic,89.336
alan miller,Celtic,84.715
robert san,Hispanic,44.331
donald kirk,Celtic,79.165
walter cabot,European,79.377
wilson benson,Hispanic,45.84
walter williams,African,43.747
whitson sadler,African,44.715
killian huger,Celtic,63.823
david tippeconnic,European,67.345
v van,European,40.824
robert slater,Celtic,64.77
lawrence obrien,African,49.411
douglas moat,Celtic,67.565
alan gerry,Celtic,87.091
alton cianchette,European,93.004
marion kane,Celtic,48.767
william bullock,Celtic,82.199
richard mandell,Celtic,77.166
david carlisle,Celtic,89.19
jane bush,Celtic,93.758
david sokol,European,71.013
john shiner,Celtic,59.474
edgar aronson,Hispanic,40.704
judith ayres,Celtic,67.811
james cash,Celtic,92.522
maud mater,Nordic,46.499
christina seix,European,55.33
dennis deconcini,European,78.165
joel ferguson,African,39.131
jerry hultin,Celtic,58.15
james nutter,Celtic,90.614
harriett woods,Celtic,71.612
james risk,Celtic,87.776
clay smith,Celtic,40.208
seth harris,Celtic,36.913
james wainscott,Celtic,92.73
william berry,Celtic,78.271
gilbert grosvenor,European,83.113
sidney scott,Celtic,71.969
john mcadam,Celtic,70.311
robert mathis,European,84.034
michael scott,Celtic,68.149
john fraser,Celtic,54.025
michael wilson,Celtic,66.802
willi roelli,European,86.644
lecil cole,African,30.087
george barnes,Celtic,72.808
michael hause,Celtic,35.591
jane newman,Celtic,92.621
donald sanders,Celtic,76.499
eugene white,Celtic,59.678
jack knowlton,Celtic,92.992
alva snider,Nordic,39.205
scott van,EastAsian,33.971
link leavens,Celtic,43.495
paul casey,Celtic,92.236
dorcas mcfarlane,Celtic,89.824
john hunt,Celtic,88.754
vincent mai,EastAsian,78.887
antonia shusta,European,37.55
john sasso,Celtic,28.27
kathryn thompson,Celtic,77.053
richard hickok,Celtic,71.317
adele smith,African,78.199
robert lafortune,Hispanic,96.681
jack macallister,Celtic,93.595
peter meinig,European,82.995
edward epstein,Celtic,35.404
james lewis,Celtic,90.988
michael smith,Celtic,53.421
jean mori,European,61.493
jacob belin,Hispanic,50.417
nelson fairbanks,African,68.374
david foster,Celtic,74.802
allen harper,Celtic,82.894
john mercer,Celtic,67.142
jj parrish,Celtic,32.158
frank considine,Celtic,65.15
stuart ross,Celtic,75.391
bill sorenson,Nordic,77.514
herbert stein,European,87.344
henry lewis,Celtic,79.073
george goodman,African,52.761
edward horrigan,Celtic,84.878
philip incarnati,Celtic,54.166
frank dangeard,Nordic,41.495
richard cisne,Celtic,53.333
richard wall,Celtic,86.071
barbara klein,European,84.2
donald ross,Celtic,47.485
richard voell,European,29.685
leon fergenson,African,43.385
james matthews,Celtic,93.726
donald kummerfeld,African,55.718
lucie fjeldstad,Nordic,99.822
jesus sainz,Hispanic,99.554
terry kramer,Nordic,83.841
frederick seitz,African,86.329
david abshire,African,37.083
norman einspruch,Celtic,44.122
stanford penner,Celtic,78.579
judith moyers,Celtic,55.866
abraham zaleznik,European,29.917
jeannie hedberg,Nordic,89.356
richard blangiardi,Celtic,38.319
stephen romano,Celtic,48.045
jimmy ross,Nordic,37.796
mary fate,Celtic,69.011
james brandon,Celtic,69.153
randolph waterfield,Celtic,46.65
donald mellish,Celtic,88.114
scott fainor,Celtic,71.41
christian martin,European,44.02
chadwick paul,African,33.28
lee mitchell,Celtic,82.855
glenn barber,Celtic,75.111
geraldine laybourne,Celtic,67.089
calvin clyde,African,61.985
richard harrington,Celtic,84.364
william hunter,Celtic,87.114
joseph sullivan,Celtic,83.049
stephen robert,Celtic,54.326
john galvin,Celtic,69.895
john greene,Celtic,68.715
arthur nielsen,Nordic,93.801
richard balzhiser,European,70.357
attallah kappas,Muslim,82.999
james baker,Celtic,88.418
helmut volcker,European,97.084
alexander schilt,European,88.998
bertram wolfe,Celtic,85.966
henri de,EastAsian,99.027
edwin jarmain,Hispanic,46.049
jeanrene fourtou,European,88.873
kevin bradley,Celtic,81.748
constance weaver,Celtic,55.25
mary arnstad,Nordic,99.389
thomas dewey,Celtic,69.547
richard keller,European,44.716
dwight sangrey,Celtic,43.643
clifford christenson,African,66.367
peter conze,African,75.817
dudley lehman,EastAsian,23.341
jonathan nelson,Celtic,58.018
raymond tower,Celtic,89.07
kenneth curtis,Celtic,63.819
john dimmer,Celtic,46.239
kenneth stevens,Celtic,55.907
robert gillespie,Celtic,66.018
ronald stafford,Celtic,80.12
nancy veeder,European,32.363
john vollaro,Hispanic,66.361
martin stone,Celtic,89.962
leslie gonda,African,92.813
serge weinberg,European,86.845
evan greenberg,African,84.724
austin list,European,52.27
barber conable,Hispanic,48.783
burton kanter,African,60.113
edwin colodny,Celtic,43.188
stanley burke,Celtic,83.307
rachford harris,Celtic,87.75
gregory shepard,African,52.672
arthur voss,European,61.689
neal freeman,Celtic,88.541
john de,Hispanic,32.766
william pape,Celtic,61.373
norman rasmussen,Nordic,99.116
john turner,Celtic,86.224
craig fields,Celtic,57.993
orville gaither,Celtic,64.921
egon zehnder,European,80.347
leif olsen,Nordic,99.733
martin puris,European,68.272
mary haben,African,41.132
randall bellows,Celtic,59.904
richard cheney,Celtic,68.179
joseph ciffolillo,Celtic,36.215
lord clitheroe,Celtic,87.859
glendon johnson,African,84.964
brett wilcox,African,70.735
marvin assofsky,Nordic,62.836
norman crocker,Celtic,78.277
edwin garn,Celtic,43.821
carl geuther,Nordic,56.8
linda jenckes,Nordic,47.512
lynn merritt,Celtic,85.539
james moorefield,Celtic,89.228
scott stanton,Celtic,88.333
lonnie wright,Celtic,55.341
martin hart,Celtic,51.751
lawrence horsch,Celtic,46.489
charles aschauer,European,80.321
antonie knoppers,European,62.563
richard spizzirri,European,65.287
william barrack,Celtic,75.851
edgar codd,European,53.181
dixie leavitt,Celtic,91.322
d rose,Celtic,60.691
whitley hawkins,Celtic,83.639
william lummis,Celtic,71.936
jeremiah casey,Celtic,68.42
juanita james,Hispanic,74.58
thomas mchugh,Celtic,56.605
rocco marano,European,91.671
david wit,European,51.09
john muething,Celtic,36.826
dale spencer,Celtic,80.044
betty hollander,Celtic,57.728
clifford hames,Celtic,62.445
herman mcmanaway,Hispanic,40.098
livio borghese,European,90.743
constantine caras,European,74.481
marianne smythe,Nordic,94.135
steven jellinek,Celtic,47.18
tom long,EastAsian,79.684
joseph van,European,53.057
william combs,Celtic,92.47
gh saito,European,42.752
edward johnston,Celtic,86.527
fred trotter,Celtic,39.427
william stivers,Celtic,74.038
james compton,Celtic,93.512
sue gin,EastAsian,99.153
george johnson,African,59.394
neville isdell,Celtic,71.159
thomas morgan,Celtic,57.085
john belk,Nordic,59.863
h belk,Nordic,35.116
fred klipsch,European,87.457
reid jones,Celtic,38.888
susan berresford,Celtic,66.345
lawrence heisey,Celtic,82.321
martin hanaka,African,84.775
gerrish milliken,African,46.47
keith brodie,Celtic,91.505
roger smith,Celtic,77.85
john herdeg,Nordic,81.043
william davis,Celtic,73.39
robert glaser,European,38.304
dean morton,Celtic,80.129
gordon whitener,African,49.156
david johnson,Celtic,49.14
paul christiano,Hispanic,46.634
joseph canion,Hispanic,95.943
william summers,Celtic,87.244
stanley rosenberg,African,74.737
