dirid,first,last,fullname,female,ethnicity,ethnicity_recode,names,predictions,confidences,predictions_recode,predictions_recode_strict
34907.0,paul,geithner,PAUL H GEITHNER JR,0.0,U,Unknown,PAUL H GEITHNER JR,Hispanic,95.888,Hispanic,Hispanic
34908.0,l,ginn,L H GINN III,,U,Unknown,L H GINN III,EastAsian,72.62,Asian,Asian
34909.0,elsie,gruver,ELSIE C GRUVER,1.0,U,Unknown,ELSIE C GRUVER,Celtic,64.458,White,Unknown
34910.0,lee,phillips,W LEE PHILLIPS JR,,U,Unknown,W LEE PHILLIPS JR,SouthAsian,53.658,Indian,Unknown
34911.0,josiah,rowe,JOSIAH P ROWE III,,U,Unknown,JOSIAH P ROWE III,Hispanic,94.996,Hispanic,Hispanic
34912.0,eric,kendrick,ERIC C KENDRICK,0.0,U,Unknown,ERIC C KENDRICK,Celtic,60.004,White,Unknown
34913.0,john,melvin,JOHN B MELVIN,0.0,U,Unknown,JOHN B MELVIN,Celtic,54.351,White,Unknown
34914.0,edward,breeden,EDWARD L BREEDEN III,0.0,U,Unknown,EDWARD L BREEDEN III,Celtic,35.067,White,Unknown
34915.0,gilbert,giordano,GILBERT R GIORDANO,0.0,U,Unknown,GILBERT R GIORDANO,Hispanic,60.27,Hispanic,Unknown
34916.0,ann,mclaughlin,ANN MCLAUGHLIN,1.0,U,Unknown,ANN MCLAUGHLIN,Celtic,93.183,White,White
34917.0,richard,munro,J RICHARD MUNRO,0.0,C,White,J RICHARD MUNRO,Celtic,69.304,White,Unknown
34919.0,donald,rumsfeld,DONALD H RUMSFELD,0.0,C,White,DONALD H RUMSFELD,Celtic,60.227,White,Unknown
34920.0,edward,joullian,EDWARD C JOULLIAN III,0.0,C,White,EDWARD C JOULLIAN III,European,39.489,White,Unknown
34921.0,howard,leach,HOWARD H LEACH,,U,Unknown,HOWARD H LEACH,Celtic,86.221,White,White
34922.0,carol,hallett,CAROL B HALLETT,1.0,C,White,CAROL B HALLETT,Celtic,86.864,White,White
34924.0,john,mcmillan,JOHN A MCMILLAN,0.0,U,Unknown,JOHN A MCMILLAN,Celtic,86.74,White,White
34928.0,james,peterson,JAMES R PETERSON,,U,Unknown,JAMES R PETERSON,Celtic,90.344,White,White
34931.0,edwin,carter,EDWIN L CARTER,,U,Unknown,EDWIN L CARTER,Celtic,48.303,White,Unknown
34939.0,don,kacek,DON J KACEK,,U,Unknown,DON J KACEK,European,71.031,White,Unknown
34940.0,anne,mcnamara,ANNE H MCNAMARA,1.0,C,White,ANNE H MCNAMARA,Celtic,50.701,White,Unknown
34941.0,donald,swain,DONALD C SWAIN,0.0,C,White,DONALD C SWAIN,Celtic,54.253,White,Unknown
34942.0,gordon,dabney,S GORDON DABNEY,0.0,U,Unknown,S GORDON DABNEY,Celtic,53.356,White,Unknown
34943.0,ballard,morton,T BALLARD MORTON JR,0.0,C,White,T BALLARD MORTON JR,Hispanic,87.098,Hispanic,Hispanic
34944.0,gene,gardner,GENE P GARDNER,0.0,C,White,GENE P GARDNER,Celtic,52.467,White,Unknown
34949.0,richard,rosenberg,RICHARD M ROSENBERG,0.0,U,Unknown,RICHARD M ROSENBERG,Celtic,42.063,White,Unknown
34950.0,paul,skinner,PAUL W SKINNER,0.0,C,White,PAUL W SKINNER,Celtic,88.4,White,White
34951.0,william,gerberding,WILLIAM P GERBERDING,0.0,C,White,WILLIAM P GERBERDING,Celtic,83.998,White,White
34952.0,william,bopp,WILLIAM C BOPP,0.0,U,Unknown,WILLIAM C BOPP,Celtic,86.918,White,White
34953.0,frank,purvis,G FRANK PURVIS JR,,U,Unknown,G FRANK PURVIS JR,SouthAsian,64.015,Indian,Unknown
34954.0,daniel,cronin,DANIEL A CRONIN JR,0.0,C,White,DANIEL A CRONIN JR,Hispanic,98.123,Hispanic,Hispanic
34955.0,james,bailey,JAMES J BAILEY III,0.0,U,Unknown,JAMES J BAILEY III,Celtic,50.228,White,Unknown
34956.0,john,barton,JOHN W BARTON,0.0,U,Unknown,JOHN W BARTON,Celtic,91.751,White,White
34957.0,sydney,besthoff,SYDNEY J BESTHOFF III,0.0,U,Unknown,SYDNEY J BESTHOFF III,Celtic,23.522,White,Unknown
34958.0,robert,cudd,ROBERT C CUDD III,,U,Unknown,ROBERT C CUDD III,Celtic,73.959,White,White
34959.0,frances,davis,FRANCES B DAVIS,1.0,U,Unknown,FRANCES B DAVIS,Celtic,91.29,White,White
34960.0,laurance,eustis,LAURANCE EUSTIS,,U,Unknown,LAURANCE EUSTIS,European,53.606,White,Unknown
34961.0,william,fuller,WILLIAM P FULLER,,U,Unknown,WILLIAM P FULLER,Celtic,89.44,White,White
34962.0,james,cope,JAMES C. COPE,,CAUCASIAN,White,JAMES C. COPE,Celtic,91.769,White,White
34963.0,chavanne,martin,MARY CHAVANNE MARTIN,,U,Unknown,MARY CHAVANNE MARTIN,Hispanic,78.74,Hispanic,Hispanic
34964.0,thomas,cunningham,THOMAS L. CUNNINGHAM,,CAUCASIAN,White,THOMAS L. CUNNINGHAM,Celtic,90.051,White,White
34965.0,saul,mintz,SAUL A MINTZ,0.0,U,Unknown,SAUL A MINTZ,African,64.41,Black,Unknown
34966.0,miles,pollard,O MILES POLLARD JR,,U,Unknown,O MILES POLLARD JR,Nordic,53.168,White,Unknown
34967.0,tom,scott,TOM H SCOTT,0.0,U,Unknown,TOM H SCOTT,Celtic,74.051,White,White
34968.0,robert,weigle,ROBERT A WEIGLE,,U,Unknown,ROBERT A WEIGLE,Nordic,51.418,White,Unknown
34969.0,robert,pozen,ROBERT C. POZEN,,CAUCASIAN,White,ROBERT C. POZEN,European,33.813,White,Unknown
34972.0,benjamin,whiteley,BENJAMIN R WHITELEY,0.0,C,White,BENJAMIN R WHITELEY,Celtic,90.007,White,White
34973.0,marvin,loyd,MARVIN D LOYD,0.0,U,Unknown,MARVIN D LOYD,Celtic,75.105,White,White
34974.0,carlos,cantu,CARLOS H CANTU,0.0,U,Unknown,CARLOS H CANTU,Hispanic,97.516,Hispanic,Hispanic
34976.0,mark,angelson,MARK A ANGELSON,0.0,Unknown,Unknown,MARK A ANGELSON,Celtic,49.869,White,Unknown
34977.0,gordon,street,GORDON P STREET JR,0.0,U,Unknown,GORDON P STREET JR,African,42.469,Black,Unknown
34978.0,robert,cummings,ROBERT F. CUMMINGS JR.,,CAUCASIAN,White,ROBERT F. CUMMINGS JR.,Celtic,64.995,White,Unknown
34979.0,joseph,orgill,JOSEPH ORGILL III,0.0,C,White,JOSEPH ORGILL III,African,37.324,Black,Unknown
34980.0,vicki,roman,VICKI G ROMAN,,U,Unknown,VICKI G ROMAN,Nordic,53.848,White,Unknown
34983.0,robert,konopacky,ROBERT P KONOPACKY,0.0,U,Unknown,ROBERT P KONOPACKY,European,91.25,White,White
34986.0,john,sproule,JOHN H SPROULE,,U,Unknown,JOHN H SPROULE,African,47.334,Black,Unknown
34987.0,charlotte,guyman,CHARLOTTE GUYMAN,,CAUCASIAN,White,CHARLOTTE GUYMAN,Celtic,76.504,White,White
34989.0,maks,birnbach,MAKS L BIRNBACH,0.0,C,White,MAKS L BIRNBACH,Nordic,99.321,White,White
34995.0,michael,morley,MICHAEL P MORLEY,0.0,C,White,MICHAEL P MORLEY,Celtic,71.487,White,Unknown
34996.0,kevin,douglas,KEVIN G DOUGLAS,,UNKNOWN,Unknown,KEVIN G DOUGLAS,Celtic,67.005,White,Unknown
35001.0,mirion,bowers,MIRION P BOWERS,0.0,U,Unknown,MIRION P BOWERS,Celtic,55.742,White,Unknown
35005.0,michael,burns,MICHAEL J. BURNS,,CAUCASIAN,White,MICHAEL J. BURNS,Celtic,85.74,White,White
35006.0,james,bitonti,JAMES A BITONTI,,U,Unknown,JAMES A BITONTI,Celtic,57.652,White,Unknown
35007.0,michael,huber,MICHAEL W HUBER,,U,Unknown,MICHAEL W HUBER,African,46.128,Black,Unknown
35009.0,crowder,falls,F CROWDER FALLS,0.0,U,Unknown,F CROWDER FALLS,Celtic,62.503,White,Unknown
35010.0,allen,keesler,ALLEN J KEESLER JR,,U,Unknown,ALLEN J KEESLER JR,Nordic,97.064,White,White
35011.0,william,upchurch,WILLIAM K UPCHURCH JR,,U,Unknown,WILLIAM K UPCHURCH JR,Hispanic,70.166,Hispanic,Unknown
35012.0,john,bradford,JOHN M BRADFORD,0.0,U,Unknown,JOHN M BRADFORD,Celtic,88.837,White,White
35013.0,william,hulsey,WILLIAM C HULSEY,0.0,U,Unknown,WILLIAM C HULSEY,Celtic,79.592,White,White
35014.0,george,butzow,GEORGE N BUTZOW,,U,Unknown,GEORGE N BUTZOW,African,64.678,Black,Unknown
35016.0,harold,haverty,HAROLD V HAVERTY,,U,Unknown,HAROLD V HAVERTY,Celtic,88.294,White,White
35017.0,quentin,hietpas,QUENTIN J HIETPAS,0.0,U,Unknown,QUENTIN J HIETPAS,European,69.05,White,Unknown
35019.0,wh,clark,WH CLARK,0.0,U,Unknown,WH CLARK,EastAsian,80.927,Asian,Asian
35020.0,william,bourke,WILLIAM O BOURKE,,U,Unknown,WILLIAM O BOURKE,Celtic,50.351,White,Unknown
35021.0,william,weiss,WILLIAM L WEISS,0.0,C,White,WILLIAM L WEISS,Celtic,46.905,White,Unknown
35022.0,george,harvey,GEORGE B HARVEY,0.0,C,White,GEORGE B HARVEY,Celtic,69.528,White,Unknown
35024.0,carl,soderstrom,S. CARL SODERSTROM JR.,,CAUCASIAN,White,S. CARL SODERSTROM JR.,Hispanic,91.758,Hispanic,Hispanic
35025.0,steven,cohan,STEVEN D COHAN,0.0,U,Unknown,STEVEN D COHAN,Celtic,43.129,White,Unknown
35026.0,robert,borns,ROBERT A BORNS,0.0,U,Unknown,ROBERT A BORNS,Celtic,80.877,White,White
35028.0,mitchell,daniels,MITCHELL E DANIELS JR,0.0,C,White,MITCHELL E DANIELS JR,Hispanic,95.569,Hispanic,Hispanic
35029.0,rexford,early,REXFORD C EARLY,0.0,C,White,REXFORD C EARLY,Celtic,70.683,White,Unknown
35030.0,albert,austin,ALBERT M AUSTIN,0.0,C,White,ALBERT M AUSTIN,African,45.344,Black,Unknown
35031.0,john,wilson,JOHN K WILSON,0.0,Caucasian,White,JOHN K WILSON,Celtic,65.672,White,Unknown
35032.0,mike,sturdivant,MIKE P STURDIVANT,,U,Unknown,MIKE P STURDIVANT,Celtic,64.276,White,Unknown
35033.0,thomas,sams,THOMAS H SAMS,0.0,U,Unknown,THOMAS H SAMS,Celtic,26.91,White,Unknown
35034.0,max,gibson,MAX L GIBSON,,U,Unknown,MAX L GIBSON,Celtic,64.926,White,Unknown
35035.0,charles,lowrance,CHARLES J LOWRANCE,0.0,U,Unknown,CHARLES J LOWRANCE,Celtic,83.504,White,White
35036.0,matthew,farrell,MATTHEW FARRELL,,CAUCASIAN,White,MATTHEW FARRELL,Celtic,82.193,White,White
35037.0,earl,herr,EARL B HERR JR,0.0,U,Unknown,EARL B HERR JR,Hispanic,91.266,Hispanic,Hispanic
35038.0,sam,jones,SAM H JONES,0.0,U,Unknown,SAM H JONES,Celtic,85.584,White,White
35039.0,jesse,hill,JESSE HILL JR,0.0,U,Unknown,JESSE HILL JR,Hispanic,95.98,Hispanic,Hispanic
35040.0,joan,ridder,JOAN RIDDER CHALLINOR,1.0,U,Unknown,JOAN RIDDER CHALLINOR,Celtic,82.101,White,White
35042.0,peter,goldmark,PETER C GOLDMARK JR,0.0,C,White,PETER C GOLDMARK JR,Celtic,47.975,White,Unknown
35043.0,peter,mccolough,C PETER MCCOLOUGH,0.0,U,Unknown,C PETER MCCOLOUGH,Celtic,72.69,White,White
35044.0,leon,higginbotham,A LEON HIGGINBOTHAM JR,0.0,B,Black,A LEON HIGGINBOTHAM JR,SouthAsian,58.288,Indian,Unknown
35046.0,charles,price,CHARLES H PRICE II,0.0,C,White,CHARLES H PRICE II,EastAsian,46.713,Asian,Unknown
35053.0,george,walls,GEORGE H WALLS JR.,,UNKNOWN,Unknown,GEORGE H WALLS JR.,Celtic,61.311,White,Unknown
35054.0,richard,gelb,RICHARD L GELB,0.0,C,White,RICHARD L GELB,Celtic,56.458,White,Unknown
35055.0,george,munroe,GEORGE B MUNROE,,U,Unknown,GEORGE B MUNROE,Celtic,72.906,White,White
35056.0,george,shinn,GEORGE L SHINN,0.0,C,White,GEORGE L SHINN,Celtic,54.529,White,Unknown
35058.0,james,schorr,JAMES F SCHORR,,U,Unknown,JAMES F SCHORR,Celtic,73.903,White,White
35059.0,youssef,elmansy,YOUSSEF A EL-MANSY,0.0,Unknown,Unknown,YOUSSEF A EL-MANSY,Muslim,73.893,MiddleEastern,MiddleEastern
35061.0,bradley,sheares,BRADLEY T SHEARES,,AFRICAN-AMERICAN,Black,BRADLEY T SHEARES,Celtic,69.023,White,Unknown
35062.0,raymond,obrien,RAYMOND V O'BRIEN,,U,Unknown,RAYMOND V O'BRIEN,European,40.424,White,Unknown
35063.0,edward,trowbridge,EDWARD K TROWBRIDGE,0.0,U,Unknown,EDWARD K TROWBRIDGE,Celtic,89.246,White,White
35065.0,wayne,inouye,WAYNE R INOUYE,0.0,Asian,Asian,WAYNE R INOUYE,African,94.006,Black,Black
35066.0,robert,kavner,ROBERT M KAVNER,0.0,C,White,ROBERT M KAVNER,Celtic,70.976,White,Unknown
35067.0,kenneth,reiss,KENNETH REISS,0.0,Unknown,Unknown,KENNETH REISS,Celtic,48.167,White,Unknown
35069.0,robert,matura,ROBERT J MATURA,,U,Unknown,ROBERT J MATURA,European,65.573,White,Unknown
35072.0,raymond,kennedy,RAYMOND C KENNEDY,0.0,U,Unknown,RAYMOND C KENNEDY,Celtic,73.431,White,White
35073.0,arthur,milot,ARTHUR C MILOT,,U,Unknown,ARTHUR C MILOT,European,46.037,White,Unknown
35074.0,charles,exley,CHARLES E EXLEY JR,0.0,U,Unknown,CHARLES E EXLEY JR,African,36.027,Black,Unknown
35076.0,ruth,marshall,RUTH ANN MARSHALL,1.0,Caucasian,White,RUTH ANN MARSHALL,Celtic,80.909,White,White
35081.0,david,garfield,DAVID C GARFIELD,,U,Unknown,DAVID C GARFIELD,Celtic,88.166,White,White
35082.0,barclay,morley,H BARCLAY MORLEY,0.0,C,White,H BARCLAY MORLEY,Celtic,76.667,White,White
35086.0,richard,templeton,RICHARD K TEMPLETON,0.0,Caucasian,White,RICHARD K TEMPLETON,Celtic,75.222,White,White
35087.0,lionel,schipper,LIONEL H SCHIPPER,0.0,Unknown,Unknown,LIONEL H SCHIPPER,African,78.097,Black,Black
35090.0,robert,nation,ROBERT F NATION,0.0,C,White,ROBERT F NATION,Celtic,55.281,White,Unknown
35095.0,carol,goldberg,CAROL R GOLDBERG,1.0,U,Unknown,CAROL R GOLDBERG,Celtic,79.097,White,White
35097.0,alexander,trowbridge,ALEXANDER B TROWBRIDGE,0.0,C,White,ALEXANDER B TROWBRIDGE,Celtic,95.121,White,White
35099.0,richard,pivirotto,RICHARD R PIVIROTTO,0.0,C,White,RICHARD R PIVIROTTO,Celtic,48.533,White,Unknown
35102.0,rodriguez,inciarte,JUAN RODRIGUEZ INCIARTE,0.0,U,Unknown,JUAN RODRIGUEZ INCIARTE,Hispanic,98.908,Hispanic,Hispanic
35103.0,dewey,trogdon,DEWEY L TROGDON,,U,Unknown,DEWEY L TROGDON,African,90.924,Black,Black
35105.0,leonard,herring,LEONARD G HERRING,0.0,U,Unknown,LEONARD G HERRING,Celtic,68.888,White,Unknown
35109.0,jerry,lamb,JERRY A LAMB,0.0,U,Unknown,JERRY A LAMB,Celtic,76.504,White,White
35110.0,donald,smith,DONALD E SMITH,0.0,C,White,DONALD E SMITH,Celtic,57.249,White,Unknown
35111.0,cedric,ritchie,CEDRIC E RITCHIE,0.0,U,Unknown,CEDRIC E RITCHIE,African,93.572,Black,Black
35112.0,james,vinson,JAMES S VINSON,0.0,C,White,JAMES S VINSON,Celtic,85.611,White,White
35113.0,donald,rausch,DONALD A RAUSCH,0.0,C,White,DONALD A RAUSCH,African,74.219,Black,Black
35115.0,james,biggar,JAMES M BIGGAR,,U,Unknown,JAMES M BIGGAR,Celtic,94.334,White,White
35118.0,david,layhee,DAVID C LAYHEE,0.0,U,Unknown,DAVID C LAYHEE,Celtic,65.315,White,Unknown
35119.0,daniel,bane,DANIEL T BANE,0.0,Unknown,Unknown,DANIEL T BANE,Celtic,47.434,White,Unknown
35120.0,wendy,gramm,WENDY L GRAMM,1.0,B,Black,WENDY L GRAMM,Celtic,44.982,White,Unknown
35124.0,leon,holt,LEON C HOLT JR,0.0,U,Unknown,LEON C HOLT JR,Hispanic,64.528,Hispanic,Unknown
35125.0,robert,buzzell,ROBERT D BUZZELL,0.0,C,White,ROBERT D BUZZELL,Celtic,89.993,White,White
35130.0,changlin,tien,CHANG-LIN TIEN,0.0,U,Unknown,CHANG-LIN TIEN,EastAsian,96.516,Asian,Asian
35131.0,john,stanik,JOHN STANIK,,CAUCASIAN,White,JOHN STANIK,European,44.423,White,Unknown
35132.0,eric,shinseki,ERIC K SHINSEKI,0.0,Asian,Asian,ERIC K SHINSEKI,European,79.875,White,White
35133.0,thomas,beal,THOMAS E BEAL,0.0,U,Unknown,THOMAS E BEAL,Celtic,78.825,White,White
35134.0,roy,mayes,ROY E MAYES,0.0,C,White,ROY E MAYES,Celtic,58.415,White,Unknown
35135.0,william,orscheln,WILLIAM L ORSCHELN,0.0,U,Unknown,WILLIAM L ORSCHELN,Celtic,49.501,White,Unknown
35136.0,robert,plaster,ROBERT W PLASTER,,U,Unknown,ROBERT W PLASTER,Celtic,90.769,White,White
35137.0,joseph,ruysser,JOSEPH F RUYSSER,,U,Unknown,JOSEPH F RUYSSER,African,68.564,Black,Unknown
35138.0,jack,webster,E JACK WEBSTER JR,0.0,U,Unknown,E JACK WEBSTER JR,Celtic,51.852,White,Unknown
35139.0,john,williams,JOHN E WILLIAMS,0.0,C,White,JOHN E WILLIAMS,Celtic,52.042,White,Unknown
35140.0,paul,bartlett,PAUL D BARTLETT JR,0.0,U,Unknown,PAUL D BARTLETT JR,Hispanic,43.058,Hispanic,Unknown
35141.0,newton,campbell,NEWTON A CAMPBELL,0.0,U,Unknown,NEWTON A CAMPBELL,African,43.169,Black,Unknown
35142.0,william,fuldner,WILLIAM TERRY FULDNER,0.0,U,Unknown,WILLIAM TERRY FULDNER,Celtic,86.677,White,White
35143.0,daniel,league,DANIEL N LEAGUE JR,0.0,U,Unknown,DANIEL N LEAGUE JR,Hispanic,91.067,Hispanic,Hispanic
35144.0,john,mize,JOHN H MIZE JR,0.0,U,Unknown,JOHN H MIZE JR,Hispanic,98.422,Hispanic,Hispanic
35145.0,mary,oliver,MARY LYNN OLIVER,1.0,U,Unknown,MARY LYNN OLIVER,Celtic,85.01,White,White
35146.0,thomas,sanders,THOMAS D SANDERS,0.0,U,Unknown,THOMAS D SANDERS,Nordic,45.51,White,Unknown
35147.0,robin,callahan,ROBIN S CALLAHAN,,UNKNOWN,Unknown,ROBIN S CALLAHAN,Celtic,64.627,White,Unknown
35148.0,john,wefald,JOHN WEFALD,,U,Unknown,JOHN WEFALD,Celtic,43.645,White,Unknown
35149.0,karen,holbrook,KAREN A. HOLBROOK,,CAUCASIAN,White,KAREN A. HOLBROOK,Celtic,92.478,White,White
35150.0,david,porteous,DAVID L PORTEOUS,0.0,Unknown,Unknown,DAVID L PORTEOUS,Celtic,74.644,White,White
35151.0,warrick,sack,JUDITH WARRICK SACK,1.0,C,White,JUDITH WARRICK SACK,Celtic,69.362,White,Unknown
35152.0,john,bernhardt,JOHN B BERNHARDT,0.0,C,White,JOHN B BERNHARDT,Nordic,76.167,White,White
35158.0,bruce,flatt,J. BRUCE FLATT,,CAUCASIAN,White,J. BRUCE FLATT,Celtic,73.701,White,White
35159.0,t,coxe,T C COXE III,0.0,C,White,T C COXE III,EastAsian,70.37,Asian,Unknown
35160.0,richard,holder,RICHARD G HOLDER,0.0,C,White,RICHARD G HOLDER,Celtic,85.238,White,White
35161.0,william,ferguson,WILLIAM C FERGUSON,0.0,U,Unknown,WILLIAM C FERGUSON,Celtic,59.706,White,Unknown
35162.0,leo,hidgon,LEO I HIDGON JR,,U,Unknown,LEO I HIDGON JR,Hispanic,92.006,Hispanic,Hispanic
35164.0,alfred,decrane,ALFRED C DECRANE JR,0.0,C,White,ALFRED C DECRANE JR,Hispanic,93.722,Hispanic,Hispanic
35165.0,george,grune,GEORGE V GRUNE,0.0,U,Unknown,GEORGE V GRUNE,European,85.911,White,White
35167.0,r,brown,R J BROWN,0.0,B,Black,R J BROWN,Celtic,57.557,White,Unknown
35168.0,robert,elberson,ROBERT E ELBERSON,0.0,C,White,ROBERT E ELBERSON,Celtic,63.562,White,Unknown
35169.0,michael,garcia,MICHAEL A. GARCIA,,HISPANIC/LATIN AMERICAN,Hispanic,MICHAEL A. GARCIA,Hispanic,98.913,Hispanic,Hispanic
35170.0,hamilton,lambert,J. HAMILTON LAMBERT,,CAUCASIAN,White,J. HAMILTON LAMBERT,African,67.895,Black,Unknown
35171.0,alice,starr,ALICE M. STARR,,CAUCASIAN,White,ALICE M. STARR,Celtic,70.087,White,Unknown
35172.0,eh,lawton,EH LAWTON,,U,Unknown,EH LAWTON,Celtic,38.08,White,Unknown
35173.0,george,kinnear,GEORGE ER KINNEAR II,,U,Unknown,GEORGE ER KINNEAR II,Nordic,28.582,White,Unknown
35175.0,kenneth,roman,KENNETH ROMAN,0.0,C,White,KENNETH ROMAN,Hispanic,42.04,Hispanic,Unknown
35177.0,robert,cavanaugh,ROBERT F. CAVANAUGH,,CAUCASIAN,White,ROBERT F. CAVANAUGH,Celtic,91.993,White,White
35179.0,debra,waller,DEBRA S WALLER,,CAUCASIAN,White,DEBRA S WALLER,Celtic,75.826,White,White
35185.0,samuel,hubbard,SAMUEL T HUBBARD JR,0.0,C,White,SAMUEL T HUBBARD JR,Hispanic,47.526,Hispanic,Unknown
35186.0,lambros,lambros,LAMBROS J LAMBROS,0.0,U,Unknown,LAMBROS J LAMBROS,Celtic,33.952,White,Unknown
35187.0,wilfred,larson,WILFRED J LARSON,,U,Unknown,WILFRED J LARSON,Celtic,68.848,White,Unknown
35189.0,raymond,stevens,RAYMOND D STEVENS JR,0.0,U,Unknown,RAYMOND D STEVENS JR,Celtic,29.898,White,Unknown
35191.0,john,wehle,JOHN L WEHLE JR,0.0,U,Unknown,JOHN L WEHLE JR,Hispanic,87.507,Hispanic,Hispanic
35192.0,donald,petersen,DONALD E PETERSEN,0.0,U,Unknown,DONALD E PETERSEN,African,86.902,Black,Black
35193.0,paul,gray,PAUL E GRAY,0.0,C,White,PAUL E GRAY,Celtic,64.862,White,Unknown
35194.0,harold,haynes,HAROLD J HAYNES,,U,Unknown,HAROLD J HAYNES,Celtic,84.399,White,White
35195.0,charles,pigott,CHARLES M PIGOTT,0.0,C,White,CHARLES M PIGOTT,Celtic,81.251,White,White
35196.0,lee,styslinger,LEE J STYSLINGER JR,,U,Unknown,LEE J STYSLINGER JR,Nordic,93.862,White,White
35197.0,john,bogle,JOHN C BOGLE,0.0,C,White,JOHN C BOGLE,Celtic,81.804,White,White
35201.0,norman,wanta,NORMAN L WANTA,,U,Unknown,NORMAN L WANTA,EastAsian,89.636,Asian,Asian
35202.0,roger,hale,ROGER L HALE,,U,Unknown,ROGER L HALE,Celtic,68.104,White,Unknown
35204.0,edward,phillips,EDWARD J PHILLIPS,0.0,U,Unknown,EDWARD J PHILLIPS,Celtic,78.851,White,White
35205.0,richard,schall,RICHARD L SCHALL,0.0,C,White,RICHARD L SCHALL,Celtic,67.383,White,Unknown
35207.0,walter,richey,S WALTER RICHEY,0.0,U,Unknown,S WALTER RICHEY,Celtic,38.271,White,Unknown
35208.0,richard,robinson,RICHARD L ROBINSON,0.0,U,Unknown,RICHARD L ROBINSON,Celtic,73.763,White,White
35210.0,kenneth,macke,KENNETH A MACKE,0.0,C,White,KENNETH A MACKE,Celtic,57.048,White,Unknown
35212.0,brenda,edgerton,BRENDA E EDGERTON,1.0,C,White,BRENDA E EDGERTON,Celtic,78.422,White,White
35213.0,jairo,estrada,JAIRO A ESTRADA,0.0,U,Unknown,JAIRO A ESTRADA,Hispanic,99.324,Hispanic,Hispanic
35214.0,michael,faherty,MICHAEL E FAHERTY,,U,Unknown,MICHAEL E FAHERTY,Celtic,83.353,White,White
35215.0,daniel,gill,DANIEL E GILL,0.0,U,Unknown,DANIEL E GILL,Celtic,73.355,White,White
35217.0,leo,thomas,LEO J THOMAS,,U,Unknown,LEO J THOMAS,SouthAsian,93.034,Indian,Indian
35218.0,richard,uhl,RICHARD J UHL,0.0,U,Unknown,RICHARD J UHL,European,37.209,White,Unknown
35219.0,pete,aldridge,"E C ""PETE"" ALDRIDGE JR",0.0,Caucasian,White,"E C ""PETE"" ALDRIDGE JR",Hispanic,90.673,Hispanic,Hispanic
35222.0,ley,smith,LEY S SMITH,0.0,U,Unknown,LEY S SMITH,Celtic,59.807,White,Unknown
35223.0,ernesto,marcos,ERNESTO MARCOS,,U,Unknown,ERNESTO MARCOS,Hispanic,93.162,Hispanic,Hispanic
35224.0,john,ellis,JOHN W ELLIS,,U,Unknown,JOHN W ELLIS,Celtic,78.93,White,White
35227.0,samuel,mckinney,SAMUEL B MCKINNEY,0.0,U,Unknown,SAMUEL B MCKINNEY,Celtic,93.357,White,White
35232.0,joel,goldberg,JOEL N GOLDBERG,0.0,U,Unknown,JOEL N GOLDBERG,African,70.228,Black,Unknown
35233.0,james,ware,JAMES S WARE,0.0,U,Unknown,JAMES S WARE,Celtic,90.951,White,White
35235.0,robert,gaw,ROBERT G GAW,,U,Unknown,ROBERT G GAW,Celtic,45.496,White,Unknown
35237.0,leonard,harlan,LEONARD M HARLAN,0.0,C,White,LEONARD M HARLAN,Celtic,79.819,White,White
35238.0,andrew,duff,ANDREW S. DUFF,,CAUCASIAN,White,ANDREW S. DUFF,Celtic,83.373,White,White
35239.0,david,cooper,DAVID J. COOPER SR.,,CAUCASIAN,White,DAVID J. COOPER SR.,Celtic,91.453,White,White
35244.0,beverly,greenough,BEVERLY SILLS GREENOUGH,1.0,U,Unknown,BEVERLY SILLS GREENOUGH,Celtic,88.552,White,White
35245.0,ross,johnson,F ROSS JOHNSON,0.0,U,Unknown,F ROSS JOHNSON,Celtic,56.78,White,Unknown
35246.0,drew,lewis,DREW LEWIS,0.0,C,White,DREW LEWIS,Celtic,85.929,White,White
35247.0,elmo,zumwalt,ELMO R ZUMWALT JR,0.0,U,Unknown,ELMO R ZUMWALT JR,Hispanic,96.497,Hispanic,Hispanic
35248.0,richard,king,RICHARD L KING,0.0,U,Unknown,RICHARD L KING,Celtic,72.734,White,White
35250.0,robert,holleman,ROBERT T HOLLEMAN,0.0,C,White,ROBERT T HOLLEMAN,Nordic,86.448,White,White
35253.0,virginia,weinmann,VIRGINIA E WEINMANN,1.0,C,White,VIRGINIA E WEINMANN,Celtic,47.042,White,Unknown
35254.0,robert,zetzmann,ROBERT E ZETZMANN,0.0,C,White,ROBERT E ZETZMANN,African,87.713,Black,Black
35257.0,duke,shackelford,DUKE SHACKELFORD,0.0,U,Unknown,DUKE SHACKELFORD,African,53.948,Black,Unknown
35259.0,william,lavery,WILLIAM E LAVERY,0.0,C,White,WILLIAM E LAVERY,Celtic,84.849,White,White
35261.0,william,wilson,WILLIAM R WILSON,,U,Unknown,WILLIAM R WILSON,Celtic,74.931,White,White
35262.0,malcolm,hopkins,MALCOLM T HOPKINS,0.0,C,White,MALCOLM T HOPKINS,Celtic,89.837,White,White
35263.0,oliver,richard,OLIVER G RICHARD III,0.0,C,White,OLIVER G RICHARD III,Celtic,75.238,White,White
35264.0,william,cadman,WILLIAM K CADMAN,0.0,U,Unknown,WILLIAM K CADMAN,Celtic,69.001,White,Unknown
