names,predictions,confidences
JOSIAH BUNTING III,else,44.5
E MORGAN MASSEY,british,40.565
JOHN D CURTIN JR,else,94.451
DAVID V RAGONE,italian,60.094
LOUIS T HAGOPIAN,dutch,35.464
TIMOTHY M. RING,british,95.062
LEON M. SCHURGIN,else,31.554
JANE E. DUTTON,british,88.234
JAMES E. COPELAND JR.,else,67.381
WILLIAM H NELSON III,else,88.829
JOSEPH M HIXON III,nigerian,55.148
A SAM GITTLIN,else,29.855
JOHN R NORTON III,else,79.638
ROBERT S ROSOW,british,33.458
TERENCE W THOMAS,british,72.296
GEORGE W LIESZ,german,45.049
GILBERT E MATTHEWS,british,44.457
JOCHEN ZEITZ,german,92.065
ROGER L BREEZLEY,british,79.249
JOHN B CARLEY,british,84.464
EVELYN LOVELESS,else,40.037
PETER T JOHNSON,nigerian,41.941
ROBERT D BOLINDER,swedish,94.308
EDWARD H LADD,british,45.765
JOSHUA A MCCLURE,zimbabwean,30.498
PHIL SOULEN,british,20.735
GEORGE M SAGE,british,35.074
JOHN F MCGILLICUDDY,british,48.467
ANN B. CRANE,else,52.073
JAMES Q WILSON,british,72.135
FRANK HOPE JR,else,39.497
SIMEON BRINBERG,else,28.907
WILLIAM G BURNS,british,53.295
JOHN P KELLER,else,56.101
JOHN L. CASSIS,italian,27.84
DEROY C THOMAS,british,50.844
R DWAIN HAMMONS,dutch,55.076
JACK R HERSCHEND,german,46.578
MARY M POSNER,else,36.498
ROSS C HARTLEY,british,96.866
FRANCIS E JEFFRIES,british,42.363
MELVIN F CHUBB JR,else,35.529
PAUL W JOY,british,80.03
BARBARA Z SHATTUCK,german,26.372
EDWARD C GENDRON,french,37.742
ROBERT W KEENER,else,32.996
JOHN A SPROUL,british,29.92
RICHARD G LANDIS,british,30.837
JAMES A MAGGETTI,italian,45.127
ANTONIO MONTEIRO DE CASTRO,spanish,36.564
ROBERT W JACKSON,british,54.456
JOHN W HEATH,british,45.753
JOHN C HARNED,danish,38.619
DUANE D FITZGERALD,else,46.203
S ROGER HORCHOW,else,36.079
HANNE M MERRIMAN,dutch,83.552
LAURENCE C. MORSE,french,41.366
W DUKE KIMBRELL,nigerian,19.226
THOMAS L SHADE,british,44.942
ALEXANDRA STODDARD,russian,18.841
PAUL A VOLCKER,british,65.787
JOHN F PETERPAUL,else,40.016
JOSEPH V VITTORIA,italian,93.157
CHARLOTTE TEMPLE,danish,47.692
WALTER P STERN,german,49.5
ROBERT M SMELICK,else,19.797
GERARD K DRUMMOND,british,40.876
DOUGLAS D DANFORTH,british,69.308
ROBERT F DANIELL,british,37.443
LESLIE B DISHAROON,british,62.828
GERALD R FORD,british,60.766
ANN D JORDON,danish,52.552
WILLIAM L PHERIGO,else,59.77
GEORGE C WOODRUFF JR,else,74.089
CRAIG EERKES,british,65.053
JEANE J KIRKPATRICK,danish,86.151
NORMAN PERLMUTTER,german,64.429
T CHANDLER HARDWICK III,british,44.405
DAVID F LINOWES,british,67.649
HOWARD ARVEY,british,64.614
JACQUELINE KOSECOFF,british,43.709
GEORGE PUTNAM,indian,43.179
WILLIAM M BARNHARDT,danish,55.506
ROBERT L LOUGHHEAD,british,73.344
GLENN H MEADOWS,else,66.169
CHARLES W RAINGER,british,44.567
DONALD C BLASIUS,dutch,83.619
JOHN C SLANE,british,65.011
RAYMOND W. MCDANIEL JR.,british,45.667
ROGER NOALL,british,87.537
WILLIAM K LAVIN,else,42.553
STEVE CENKO,else,41.949
ALEXANDER W DREYFOOS JR,dutch,35.195
GEORGE J MICHEL JR,dutch,38.969
H NORMAN SCHWARZKOPF,german,54.009
SIDNEY M GUTIERREZ,else,62.358
JOHN A FANNING,british,88.918
DENNIS H WITHERS,danish,55.733
CAROL D SURLES,british,70.105
DAVID H CHAFEY JR,else,52.462
FRANCISCO J CARRERAS,spanish,98.455
FELIX J SERRALLES JR,else,56.519
FRANCISCO M REXACH JR,spanish,78.301
MANUEL MORALES JR,else,84.651
PAUL J WILHELM,danish,54.011
JEANETTE G BROWN,danish,56.582
THOMAS N. ANDERSON,danish,71.32
JUAN J BERMUDEZ,spanish,96.805
RAY MARSHALL,british,36.292
ANTONIO L FERRE,spanish,61.296
HECTOR R GONZALEZ,spanish,99.208
JAMES W WOGSLAND,british,63.335
WILLIAM B WINTER,british,65.758
FRANK LYON JR,dutch,32.255
ROBERT W MURRAY,british,38.636
WILLIAM A HALL,british,86.834
ROBERT L STARK,hungarian,21.637
JOHN A WRIGHT,british,45.874
ROBERT S FOLSOM,british,22.997
RAYMOND J DEMPSEY,british,81.975
ROBERT E CAWTHORN,british,58.266
JOHN C CANEPA,else,69.913
RICHARD M DEVOS,hungarian,63.083
THOMAS L. HAMBY,danish,31.777
RUSSEL H HERMAN,else,60.346
MADELEINE SAINT-JACQUES,french,97.5
WARREN E MCCAIN,else,49.996
HUGO GL POWELL,else,75.142
BROOKS WALKER JR,british,22.939
LYLE D ALTMAN,else,21.734
JOHN W CASTRO,else,52.589
JOE E DAVIS,british,31.731
GRANT R CALDWELL,british,67.055
THOMAS E. CHESTNUT,french,69.968
I J WAGNER,danish,45.772
RICHARD M. GARDNER,british,53.245
FREDERICK W ARMSTRONG,british,70.402
GENE A BURNS,else,59.018
MICHAEL J. MELARKEY,british,65.582
RICHARD A GIESEN,else,30.313
RALPH H ROBINS,else,35.854
FRANK C. MILEWSKI,british,31.4
RUBEN R CARDENAS,spanish,98.563
PIERSON M GRIEVE,british,67.049
RAY C. DILLON,british,62.674
ARTHUR E BYRNES,else,53.111
JAMES C HUNTINGTON JR,else,47.312
WILLIAM H ZIMMER,danish,35.38
PALMER E RETZLAFF,german,36.476
JOHN H REMER,danish,45.923
JOSEPH S GONNELLA,italian,48.007
ROBERT D RAY,british,46.772
JOHN A SIVRIGHT,danish,34.829
DONALD R. BRATTAIN,british,44.63
LODEWIJK C VAN WACHEM,dutch,55.152
WIILIAM F POUNDS,british,61.048
ROBERT J AMMAN,dutch,27.687
JUANITA POWELL BARANCO,else,49.543
H G PATTILLO,else,43.888
JOHN H WEITNAUER JR,else,61.515
DANIEL R TOLL,else,21.474
ROBERT G DETTMER,dutch,42.535
LOWELL H LEBERMANN,german,44.348
PHILIP C BARKER,british,64.605
R JAMES HARRING,british,86.196
WILLIAM G MILLIKEN,british,59.484
GEORGE R BAKER,british,43.155
ROBERT W BRUCE III,else,58.879
HAIM SABAN,romanian,24.224
JAMES F MONTGOMERY,else,45.82
MARVIN ZONIS,else,39.677
JOSEPH ROSENBERG,else,38.317
ARTHUR L PETERSON,british,23.733
CARLTON E HUGHES,british,82.253
JOSEPH R COPPOLA,italian,84.714
RICHARD A STUCKEY,british,78.631
GAIL J. MCGOVERN,else,63.088
JOSUE ROBLES JR.,else,92.521
LEON HESS,german,36.602
PETER S HADLEY,british,55.288
WILLIAM I SPENCER,british,61.004
HW MCCOLLUM,else,46.633
KENT T. LUCIEN,danish,53.898
RONALD L KERBER,else,28.292
EDWARD D HOPKINS,british,64.339
DONALD BREEN JR,else,83.027
JOHN R JORDAN JR.,else,38.702
JOAN MILKE FLORES,spanish,34.777
JACK P LIBBY,british,55.462
LEON S ANGVIRE,dutch,40.283
JAMES P MISCOLL,else,62.47
MICHAEL H. THAMAN,british,50.531
RICHARD M SIMMONS JR,british,34.715
MICKEY E FOUTS,dutch,52.113
A BENNETT,danish,30.165
CHARLES M OSBORNE,british,48.621
WALTER R YOUNG JR,british,53.093
ANTHONY H GIOIA,italian,69.09
PATTI MCGILL PETERSON,british,46.625
HENRY A PANASCI JR,else,78.575
DOUGLAS M COSTLE,british,67.154
DONALD B RIEFLER,else,53.907
STEPHEN B SCHWARTZ,german,44.911
JOHNSON S SAVARY,else,49.549
CARL L VALDISERRI,swedish,75.683
REED V TUCKSON,else,42.743
EDWARD RABIN,russian,22.854
ALEXANDER M. DAVERN,else,28.333
FRANK R FRAME,british,49.037
GEORGE C ST LAURENT JR,else,33.543
MONROE E TROUT,danish,40.332
JC SHAW,polish,27.429
DIANE M. PEARSE,british,79.593
FRANCIS R DONOVAN,else,39.186
WILLIAM K BOWES JR,else,67.748
EDWARD J LEDDER,british,28.605
ROBERT M MCINNES,british,89.139
WHITNEY MACMILLAN,else,40.729
JAMES J RENIER,british,42.645
MANFRED STEINFELD,german,85.155
WILLIAM B KAPLAN,british,60.321
HERBERT L ROTH,german,83.699
S TUCKER GRIGG,else,30.802
R JULIAN MCCAMY,else,63.57
TERRENCE DUFFY,british,68.424
F EARL HOGAN,else,63.859
GEORGE A MEALEY,british,59.051
BANNUS B HUDSON,danish,53.249
ARTHUR B SIMS,british,32.403
JAMES W NETHERCOTT,british,85.554
PETER J. GUNDERMANN,german,60.902
LAURENCE H LATTMAN,british,68.418
JOYCE A GODWIN,nigerian,41.649
MANUEL LUJAN JR,else,96.54
REYNALDO U ORTIZ,else,89.145
PAUL F ROTH,german,41.245
HAROLD C MACDONALD,british,76.513
RC WILBURN,else,26.393
ROBERT L KIRK,british,49.376
J HILL,british,34.952
JEREMY S FOWDEN,british,88.081
JAMES R. RAMSEY,british,56.015
JOHN W LARSON,british,36.847
HENRIETTA HOLSMA FORE,german,60.512
EDWARD G BEIMFOHR,german,25.827
CAROLE L BROOKINS,british,49.346
J ROFFE WIKE II,danish,57.755
GEORGE W EBRIGHT,british,45.969
L ROBERT JOHNSON,british,37.743
RETO BRAUN,german,72.417
ROBERT M LOEFFLER,german,47.794
HOWARD T HALLOWELL III,else,49.825
RICHARD W KELSO,british,51.367
JOHN W MORRIS,british,69.437
WAYNE T EWING,british,68.676
JAMES A AUFFENBERG JR,danish,34.417
CG HEILIGENSTEIN,german,46.771
THEODORE F. CRAVER JR.,dutch,51.591
FREDERICK C. YEAGER,british,86.444
JOHN G HELMKAMP JR,danish,79.626
GEORGE T WILKINS JR,british,57.296
WILLIAM H CONGLETON,british,74.922
JOHN S DAY,british,58.214
RICHARD H LEET,british,64.291
JOHN M NELSON,else,38.559
JACK W. GUSTAVEL,else,22.591
MICHAEL L. NOEL,german,68.368
CHARLES K WATT,british,90.101
W L CREECH,else,26.614
MICHAEL C FORREST,danish,18.713
A A GALLOTTA JR,swedish,94.528
CHRISTOPHER C KRAFT JR,danish,27.974
JOHN P KENDALL,british,85.314
JERRY M HIEGEL,dutch,20.958
ORREN J BRADLEY,else,62.431
GARY G JACOBS,british,64.864
JOSEPH F WELCH,british,58.869
R JAMISON WILLIAMS JR,british,75.426
ARNAUD DE VITRY D' AVAUCOURT,french,99.284
RICHARD H CHANDLER,british,70.712
DENNIS R. GLASS,german,41.373
WILLIAM L PIERPOINT,french,56.748
ANTHONY J. LEVECCHIO,italian,54.081
FRED A. ALLARDYCE,else,46.814
PHILIP B. FLYNN,british,81.772
LOWNDES A SMITH,british,82.889
BETTE B ANDERSON,danish,93.188
RICHARD R HYLLAND,british,46.182
CLARENCE B ROGERS JR,else,45.182
DOMINIC J. PILEGGI,else,28.394
LARRY F NESS,else,35.221
TINSLEY H IRVIN,else,92.715
JERRY W JOHNSON,nigerian,29.226
L. PATRICK HASSEY,british,32.154
LINDA Z. COOK,british,86.602
HERMAN LERDAL,danish,53.269
DAN TOCATLY,romanian,40.288
WILLIAM SWANSON,british,48.216
BRUCE I SMITH,else,45.348
WINSTON R WALLIN,else,46.257
C ANGUS WURTELE,dutch,48.573
JOHN C JAMISON,british,42.989
DAVID C COX,british,86.167
ANDREW P CZAJKOWSKI,polish,53.729
EDWARD N NEY,british,51.973
WILLIAM D ROLLNICK,else,25.596
RUSSELL H KNISEL,else,40.181
SAUL SPERBER,british,37.58
HAROLD COHAN,german,30.289
BARRY C. JOHNSON,british,56.201
WILLIS J WHEAT,british,69.119
RUFUS C BARKLEY JR,dutch,52.416
SHELDON A BUCKLER,british,60.707
PETER H CRESSY,hungarian,54.601
MICHAEL MULLEN,german,31.203
PIERRE E. LEROY,french,97.441
BETTY L FRANCIS,british,61.863
JAMES M. ENGLISH,british,86.149
WILLIAM H ALEXANDER,british,45.289
ALAN SCHRIESHEIM,danish,35.983
C TODD CONOVER,else,55.844
WILLIAM I M TURNER JR,else,93.115
MOEEN A QURESHI,pakistani,89.882
THOMAS A HOLMES,danish,27.855
RUDOLPH I J AGNEW,german,39.033
JOHN M. BERRA,else,80.458
J PATRICK LANNAN JR,else,89.06
JAMES A LOVELL JR,else,82.366
JANET HANSEN,danish,68.661
THOMAS N MCGOWEN JR,else,82.188
WALTER R PEIRSON,british,25.245
ROBERT E CHAPPELL JR,british,41.062
JAMES B EDWARDS,british,82.782
LYLE EVERINGHAM,british,37.876
WATTS HILL JR,else,78.316
JOHN M CRANOR III,else,29.863
MICHAEL VON CLEMM,danish,49.324
GERALD B MITCHELL,british,83.717
JOHN H DUNCAN,british,85.348
CHARLES A LEMAISTRE,french,82.167
JOHN WAKEHAM,british,56.403
CHARLS E WALKER,british,29.682
HERBERT S WINOKUR JR,british,23.573
STUART T K HO,else,73.414
JOHN M MAY,british,67.027
RICHARD J SHAROFF,german,20.286
ALISON P CASARETT,british,66.339
EVERETT A GILMOUR,british,33.049
ALTON G MARSHALL,british,46.045
PRESTON LEETE SMITH,british,55.994
LUTHER F HACKETT,british,78.95
JOHN M KEHOE,else,33.578
ROBERT B GILL,british,42.506
DAVID S HOLLINGSWORTH,british,86.723
JOHN E. CLEGHORN,british,39.258
CHARLES R WEAVER,british,83.118
MARTIN H. RICHENHAGEN,danish,59.103
RICHARD M MORROW,british,79.399
FREDERICK T WEYERHAEUSER,dutch,65.958
MICHAEL E.J. PHELPS,british,37.507
ROBERT J. RITCHIE,british,79.832
VIVIAN W PIASECKI,polish,54.398
ROBERT G SCHWARTZ,german,53.605
JOHN P WARWICK,british,78.546
ANDREW N. LIVERIS,british,55.139
NELSON S GIFFORD,zimbabwean,36.163
DONALD C. HINTZ,else,25.984
JAMES H CORRIGAN JR,else,64.294
MANUEL SANCHEZ,spanish,90.991
FRED M BUTLER,else,66.882
JAMES P MCCANN,british,67.817
GILBERT F RANKIN JR,british,62.022
GEORGE T MCCOY,else,64.307
GUIDO R RAHR JR,german,30.475
JAMES C MILLER III,british,75.289
DOUGLAS A PARKER,british,81.057
K FRANK AUSTEN,british,64.91
STANLEY P PORTER,british,59.659
RICHARD R SHINN,british,46.785
ANNE LAUVERGEON,french,77.244
PAUL R STALEY,british,57.607
RICHARD B. SALTZMAN,british,34.653
WILLIAM G CLARK,british,72.23
DON D HUTSON,british,72.69
GEORGE D GOULD,british,74.939
HAROLD TANNER,german,69.344
JOEL S EHRENKRANZ,danish,65.138
WILLIAM W PRIEST JR,dutch,35.001
RICHARD J. DUGAS JR.,else,62.462
E PATRICK NALLEY,british,51.015
R LOUIS SCHNEEBERGER,dutch,70.273
CLAIRE M FAGIN,british,53.96
DAVID O MAXWELL,british,36.563
BERNARD W FRANKLIN,else,39.438
BRUCE M JACOBSON,british,43.501
D STEUERT,german,80.995
LOUIS FEIL,french,60.947
LAWRENCE H BOBER,british,35.994
SAMSON BITENSKY,german,16.057
OSCAR R KUNREUTHER,danish,29.581
MALCOLM W GAMBILL,british,88.903
ROBERT J DINEEN,british,71.527
MICHAEL A ELLISON,british,44.282
WILLIAM C GRAY,british,72.643
MICHAEL A MORPHY,british,51.948
THOMAS D SAYLES JR,else,47.973
WILLIAM C BOUSQUETTE,french,64.799
THOMAS V FALKIE,danish,46.097
JAMES A TODD JR,else,78.617
JOHN M LILLIE,british,75.6
D. WARREN A. EAST,british,79.159
RICHARD J HERMON-TAYLOR,british,67.719
RICHARD G LEFAUVE,french,33.067
DAVID W. WILSON,british,49.826
ROBERT M O'HARA,british,22.687
R THEODORE AMMON,nigerian,22.731
ENOCH L. DAWKINS,else,50.372
PAUL W MACAVOY,else,85.21
PIERRE DES MARAIS II,french,68.817
ROBERT L JONES,british,64.797
FELTON J CAPEL,british,25.479
ESTELL C LEE,else,66.077
JEROME S KATZIN,french,54.536
STEFANO PESSINA,italian,99.537
HUGH ALLEN,british,34.501
BURTON E SORENSEN,danish,90.53
BARRY M BLOOM,dutch,51.252
ROBERT L BENNETT,british,69.742
FRANK J CONNOR,british,41.316
BERTRAM M LEE SR,else,81.241
WILLIAM F GLAVIN,british,41.775
WILLIAM M MARCUS,british,26.734
HENRY G HAGER,danish,35.472
NELSON G HARRIS,british,48.792
MARYLIN WARE LEWIS,british,33.513
NANCY W WAINWRIGHT,british,76.996
PAUL W WARE,british,83.371
ROSS A WEBBER,british,71.393
ARTHUR E HALL,british,84.133
MICHAEL R ZUCCHINI,italian,65.535
JOSEPH C BENNETT,british,70.138
DUANE B HAGADONE,else,35.966
WILLIAM HAYES,british,60.929
CECIL D ANDRUS,else,70.673
HENRY F HENDERSON JR,else,51.407
EMMETT J RICE,else,24.172
RICHARD MARLIN,british,43.853
GEOFFREY G MEYERS,british,43.757
JOHN J CLAIR JR,else,74.661
ARTHUR J. ROTH,british,22.452
JOSEPHINE P LOUIS,dutch,80.111
WILLIAM J CABANISS JR,else,68.47
ALFONSO FANJUL,spanish,53.079
BERDON LAWRENCE,british,88.092
CYRIL WAGNER JR,german,42.341
WJ BOVAIRD,british,54.452
W L LYONS BROWN JR,else,95.663
ROBERT V GISSELBECK,german,70.819
MARY R LOWE,british,91.1
W BROOKS FIELDS,else,40.472
STANLEY K HATHAWAY,british,69.776
JOSEPH A RICE,else,43.719
PHILLIP B ROONEY,else,52.858
JAMES E BURKE,british,88.175
WENDELL J KELLEY,danish,62.879
WILLIAM F CRAIG,else,46.771
CHARLES F HAYWOOD,british,94.32
ADAM H ZIMMERMAN,british,37.403
GWENDOLYN GARLAN BABCOCK,nigerian,18.919
JOAN A PAYDEN,british,53.051
WARREN B WILLIAMSON,british,74.695
BRUCE CHANDLER,zimbabwean,33.326
HAROLD M WILLIAMS,british,90.458
R. DANIEL SADLIER,french,70.356
JOHN P MERRILL JR,else,50.156
NEAL C. BRADSHER,british,55.491
ELVIN R HEIBERG III,else,46.548
FRANK JA CILLUFFO,german,40.354
J ANGUS MCKEE,else,42.844
JACK O PEIFFER,danish,44.956
JACK W BAKER,british,40.835
GILBERT W ANDERSON,british,26.182
THOMAS J DUDLEY,british,67.256
ANTONIA A JOHNSON,else,25.677
HARVEY FEIGENBAUM,german,36.207
HARRY WOOLF,dutch,71.2
LOWELL A. SEIFTER,british,55.883
PIERRE-HENRI RICHARD,french,97.906
DAVID A HODGES,british,75.107
JOSE F SERRANO,spanish,87.087
MORTON I SOSLAND,else,90.184
ROBERT E HOWSON,british,90.108
WILLIAM E FLAHERTY,else,48.961
CHARLES E YEAGER,else,56.395
JOHN S CHAMBERLIN,british,67.293
CAROLYN H BALDWIN,british,64.977
RANDY C JAMES,british,63.044
PHILLIP C WATKINS,british,94.09
GEORGE H STRONG,else,95.48
CLAUDE S BRINEGAR,french,38.799
RAYMOND T SCHULER,dutch,60.781
KARLHEINZ KASKE,german,96.896
RICHARD A CHENOWETH,else,36.254
NORMAN C HARBERT,german,25.518
HARRY L KAVETAS,dutch,24.503
G JAMES ROUSH,else,61.228
EDMUND T PRATT JR,else,57.126
JOHN H TALMAGE,british,46.234
BASIL A PATERSON,british,25.464
A JAMES BARNES,british,90.856
RICHARD L SCHMALENSEE,danish,65.525
VICKI L FULLER,else,92.001
CAROLYN S CHAMBERS,british,67.11
MARTHA A WALLS,zimbabwean,34.569
ANNA C. CATALANO,italian,54.907
IGNACIO E LOZANO JR,spanish,88.59
ROBERT J COBUZZI,italian,85.221
GEOFFREY S REHNERT,german,79.909
J DOUGLAS MAXWELL JR,zimbabwean,35.289
ROBERT N PARKER,british,54.126
MICHAEL E PATTERSON,british,38.801
RILEY P BECHTEL,british,45.371
JOHN F CUNNINGHAM,british,83.123
JOHN H OFFERMANS,dutch,39.973
JOHN B SIMON,british,35.724
ABRAHAM L GRAY,british,78.377
EB LEISENRING JR,danish,90.815
EDSEL D DUNFORD,british,34.863
ALLAN H MELTZER,danish,87.016
JAMES B PITBLADO,else,73.22
MALCOLM G CHACE III,british,78.568
LELAND O ERDAHL,swedish,29.289
THOMAS J O'NEIL,british,28.377
JOHN E CLUTE,british,57.166
CHARLES L MCALPINE,british,50.598
JORGE E ORDONEZ,spanish,97.797
TED CRUMLEY,else,45.069
DAVID C WITTIG,british,44.903
FRANK J BECKER,german,72.266
GENE A BUDIG,else,59.004
C Q CHANDLER,else,27.936
THOMAS R CLEVENGER,danish,34.208
JOHN C DICUS,else,29.7
JOHN H ROBINSON,british,38.802
SUSAN M STANTON,british,87.598
KENNETH J WAGNON,danish,39.582
ROBERT F ORLICH,polish,58.085
JAMES BALOG,hungarian,92.728
IKUO EGASHIRA,japanese,99.346
JOHN M FOWLER,british,70.015
JOHN J MACKOWSKI,polish,44.923
CHARLES E SANDERS,british,50.914
EDWARD J CAMPBELL,british,51.354
RALPH L SCHLOSSTEIN,german,83.643
HOWARD P BERKOWITZ,german,34.696
THOMAS C. GODLASKY,german,48.22
EUGENE W MEYER,else,53.967
STEPHEN HANKS,british,95.386
LARRY A STANLEY,british,67.805
BETTINA M. WHYTE,german,52.539
EDWARD J. SMITH,british,49.367
IRVING B EPSTEIN,else,25.968
MARTIN F THOMPSON,danish,47.042
DONALD W ROGERT,else,35.13
RICHARD J GROSH,danish,56.132
ARTHUR E VAN LEUVEN,dutch,97.539
CARTER P THACHER,british,35.124
WILLIAM B JOHNSON,british,62.903
GILBERT H LAMPHERE,french,38.764
JOHN V TUNNEY,else,70.066
ALAN S MCDOWELL,british,59.644
F JAY TAYLOR,british,66.601
DAVID MICHAEL WINTON,british,85.0
WALTER R BARRY JR,british,58.552
SAMUEL F PRYOR IV,swedish,23.442
THOMAS J. DEROSA,else,49.649
THOMAS A BUELL,danish,20.038
ANDREW J GREENSHIELDS,else,40.593
ALONZO L MCDONALD,else,93.77
BERTIN F NADEAU,french,34.094
EDWARD H TUCK,british,31.659
RONALD F. MCKENNA,else,70.989
KRISTIE MILLER,else,30.265
DIEGO E HERNANDEZ,spanish,97.383
NANCY HICKS MAYNARD,british,72.998
ROBERT E. MUNZENRIDER,else,50.306
WILLIAM T YOUNG,british,90.221
B RR BUTLER,else,33.674
H RODES HART,else,48.441
VESTER T HUGHES JR,british,36.37
ELAINE L CHAO,else,48.325
MIKE CURB,danish,13.604
JAMES F GARY,british,64.463
ZOLTAN MERSZEI,hungarian,99.651
STEWART A RESNICK,british,44.582
JOSEPH N JAGGERS,dutch,41.617
DENNIS R STEPHEN,british,19.372
STANLEY I LANDGRAF,british,83.314
JOHN D REDFERN,british,34.998
JOHN F MITCHELL,british,88.677
ANNE P JONES,british,30.961
CLARENCE A ABRAMSON,british,48.097
VICTORIA KOSSOVER,russian,21.505
GERALD G GARBACZ,hungarian,78.61
CARL J. ROSENSTOCK,swedish,47.589
BRUCE G ALLBRIGHT,british,51.668
HERCULES P SOTOS,else,38.68
ELLIOT J SUSSMAN,british,64.991
ROGER E TETRAULT,french,46.834
CLAYTON E NILES,british,55.923
EDMUND H DAMON,else,28.005
A ROY MEGARRY,british,75.48
ROBERT E RUNICE,british,42.125
BENNETT E BIDWELL,british,33.196
CHRISTINE CAMP,british,51.373
ROBERT F NASH,british,44.311
DON E MARSH,else,66.208
DONALD R MILLER,else,36.68
FRANCIS JUNGERS,else,30.148
HARVEY C FRUEHAUF JR,danish,68.723
TUCKER HART ADAMS,german,92.718
JAMES P LUCAS,british,39.55
JOHN R JESTER,british,52.926
R D CORETTE,romanian,40.481
BEVERLY D HARRIS,british,43.912
NOBLE E VOSBURG,dutch,32.128
KAY FOSTER,british,52.508
CHASE T HIBBARD,french,19.42
DANIEL P LAMBROS,french,30.939
CARL LEHRKIND III,swedish,39.969
JOHN J DWYER,british,38.46
JOHN D DURBIN,british,52.547
NANCY L JACOB,british,53.319
R KIRK WILSON,else,23.467
PATRICIA T. CIVIL,british,81.347
HOWARD SMITH,british,58.044
FREDERICK C CHEN,chinese,49.938
JAMES F FULTON,british,90.397
VIRGINIA M KOPP,danish,37.08
JOHN MORNING,british,38.132
PAUL A QUALBEN,else,48.176
NORMAN R SMITH,british,61.627
F RAY KEYSER JR,else,52.584
DEAN P GUERIN,else,35.457
DEE S OSBORNE,else,72.291
SIR MALCOLM WILLIAMSON,british,77.346
MARVIN W OZLEY,else,43.976
ROBERT F HAGANS,british,72.798
ARTHUR R SCHULZE,german,37.29
WILLIAM D THOMAS,british,62.507
MICHAEL KALLET,german,33.233
WILLIAM C EDWARDS,british,77.821
CYRIL C BALDWIN JR,french,61.491
WILLIAM R BECKLEAN,british,77.208
JARVIS J SLADE,else,44.236
CLAUDE R. CANIZARES,french,77.159
ROBERT H HOOD JR,else,53.563
RICHARD L NELSON,british,41.176
JEFFREY K HEWSON,british,84.693
MICHAEL D ROWSEY,british,66.583
GARY G MILLER,british,71.206
JAMES T CALLIER JR,british,57.938
ANTHONY B EVNIN,else,65.039
VINCENT G BELL JR,else,51.41
RAYMOND O LOEN,dutch,50.293
HAROLD J WITHROW,british,31.066
RICHARD M FURLAND,british,64.63
HERBERT G REID,british,33.232
STANLEY M RUMBOUGH JR,else,41.312
BERTHOLD LINDQVIST,swedish,97.333
BENGT SAMUELSSON,swedish,99.618
ULLA REINIUS,swedish,62.918
GUSTAF DOUGLAS,swedish,56.305
JAMES R. PETERS,british,65.162
OLOF LUND,swedish,98.22
WILLIAM D MULHOLLAND,else,44.968
THOMAS R GLASS,german,49.122
JAMES F BETTS,british,65.176
G BRUCE MILLER,else,38.701
JACK H FERGUSON,british,68.336
WILLIAM G REYNOLDS JR,else,81.106
ROBERT LANGER,hungarian,40.09
WENDELL F HOLLAND,else,33.526
PHILLIP E LINT,british,37.537
JAN GESMAR-LARSEN,danish,98.567
PETER L SHEA,british,44.957
FRED J RUNK,danish,32.506
PHILLIP M NUDELMAN,else,21.259
LOUISE K. GOESER,danish,95.119
JOHN W BASSETT JR,else,80.007
GABRIEL TIRADOR,romanian,97.985
FREDERICK S ADDY,british,64.517
ARTURO MADRID,else,76.547
THOMAS L. MAGNANTI,italian,60.239
BRYAN R. ROUB,british,38.002
WILLIAM G SCHEERER,danish,29.484
ADRIANA STADECKER,german,67.997
LOWELL B HAWKINSON,british,82.117
JOHN W. WEAVER,british,67.112
ALEXANDER M LEVINE,russian,32.341
RICHARD L PEARSALL,british,91.515
HERBERT A GETZ,german,93.38
ROBERT W SHOWER,british,47.173
JAMES E KOENIG,british,55.12
CHARLES D HOLLISTER,british,87.329
NORMAN H. POND,british,70.131
KEVIN FAIRBAIRN,british,48.825
STANLEY J. HILL,british,80.883
FRANKLIN E AGNEW,nigerian,56.716
MICHAEL D PARKER,british,50.685
JESSE E HENDRICKS,dutch,64.646
ERNEST E COOK,british,93.204
FITZGERALD S HUDSON,else,33.604
THOMAS SCHIEVELBEIN,german,88.89
DANIEL R EFROYMSON,british,42.944
ROEL PIEPER,dutch,96.744
GORDON A WALKER,british,64.422
GLENN D. STEELE JR.,swedish,34.309
JAMES D. TAICLET JR.,else,49.704
WALTER L SEMBROWICH,german,84.724
WILLIAM R MILLER,british,65.282
SCOTT P MARKS JR,british,84.87
JACQUES F PETRY,french,89.945
PETER DEL COL,british,23.833
MARCIA L WORTHING,british,53.061
DENNIS M NEWNHAM,british,61.881
DONALD R KNAB,else,45.205
JOHN C. COREY,british,76.835
CHARLES T FISHER III,british,49.938
SIEGFRIED BUSCHMANN,german,99.007
THOMAS E REILLY JR,british,61.641
EARL L NEAL,else,91.998
LLOYD E PETERSON,british,45.203
STANLEY S HUBBARD,british,82.394
V. MAUREEN KEMPSTON DARKES,british,89.397
DENNIS S BOOKSHESTER,british,33.388
HENRY A JOHNSON,nigerian,82.387
KENNETH D HILL,british,88.863
ABE J GUSTIN JR,else,97.17
ROBERT A MARTIN,french,19.933
PATRICK M DE BARROS,french,64.3
